"akb021";"use_amt";"amt";"bili";"use_cnt"
"鹿城区上戍乡卫生院";96676.24;34936.21;0.36137328054959522629;123
"黄岩区妇幼保健院";2524.61;0.00;0.00000000000000000000;4
"三明市第一医院";43102.54;37650.05;0.87349956638286281969;2
"上海市公惠医院(异地)";49469.42;27455.68;0.55500307058380712772;1
"上海市同济医院";3289991.92;1595732.87;0.48502637963925455476;188
"上海市第十人民医院(异地)";199349.06;99124.11;0.49723891349174157129;8
"上海第六人民医院";110485.98;51479.07;0.46593305322539565653;13
"上溪镇余车村社区卫生服务站";2633.74;730.54;0.27737741766461381913;34
"上溪镇沈宅村卫生室";133.99;4.02;0.03000223897305769087;3
"中南大学湘雅三医院";31499.80;11082.07;0.35181397977130013524;2
"中策橡胶集团有限公司卫生所";1275830.58;131943.93;0.10341806511645143354;4995
"中马街道西草社区卫生服务站";1159.90;493.55;0.42551081989826709199;1
"丽水市人民医院";680034.37;396860.03;0.58358819422612418840;128
"义亭镇畈田朱村社区卫生服务站";2838.53;534.73;0.18838271922438727088;53
"乐清仙溪中心卫生院";3008.18;2164.00;0.71937184609963499525;1
"云南中德骨科医院";3463.46;3297.17;0.95198731903934216073;2
"仁泽（诸暨）医院有限公司";;0.00;;1
"仙居南峰剑斌口腔诊所";27328.00;0.00;0.000000000000000000000000;54
"余姚舜辰绿康护理院有限公司";982837.58;824222.33;0.83861499272341621288;316
"余杭区良渚医院（201901月换新编码）";1706.65;811.90;0.47572730202443383236;3
"佛堂镇大成社区卫生服务站";231407.60;82577.65;0.35684934289107185762;868
"佛堂镇石楼村社区卫生服务站";12493.38;3919.33;0.31371254216232916953;115
"华东医院(异地)";212030.26;106091.62;0.50036075039477855661;7
"南京医科大学附属逸夫医院";302.88;191.95;0.63374933967247754886;1
"南京市第二医院";96804.59;36189.71;0.37384291385356830704;4
"南充市高坪区人民医院";10480.95;4595.87;0.43849746444740219160;1
"台州市椒江景元堂大药行(普通合伙)";15.00;0.00;0.00000000000000000000;1
"嘉兴市万寿堂医药连锁有限公司月亮湾连锁药房";49.80;0.00;0.00000000000000000000;1
"嘉兴市秀洲区塘汇街道社区卫生服务中心";5519.58;4420.63;0.80089970613706115320;6
"天台县中医院";4533.36;0.00;0.00000000000000000000;1
"天津北辰北门医院";2711.20;672.67;0.24810784892298613160;1
"天津市环湖医院";1052.39;539.87;0.51299423217628445728;1
"威海市文登区妇幼保健院";402.88;0.00;0.00000000000000000000;1
"宁波市第一医院";15731143.16;8031560.41;0.51055160634619766565;17834
"山东省医学影像学研究所";29288.64;11132.60;0.38009958809968643133;1
"嵊州市易心堂大药房有限公司东直药房";1289.20;211.93;0.16438876822835867204;5
"嵊州市易心堂大药房有限公司崇仁药房";8305.44;2486.56;0.29938931591824153808;20
"嵊州市竹溪乡卫生院";106.65;763.21;7.1562119081106423;7
"市外省内非定点一级医院";1348.68;0.00;0.00000000000000000000;1
"平湖长红门诊部";4506.33;1093.53;0.24266531745344881533;8
"广州中医药大学第三附属医院骨伤科分院";686.60;159.00;0.23157588115351004952;1
"广西中医药大学第一附属医院";55752.50;21413.54;0.38408214878256580422;11
"广西科技大学第二附属医院";10434.36;4950.00;0.47439421296562510782;1
"开化县中医院";11436.79;5474.85;0.47870512617613858434;16
"异地安置三级医院";129891.17;70276.59;0.54104208931215262746;17
"慈溪市第三人民医院";9756777.52;4680721.38;0.47974050555167317170;17270
"杭州品凯健康管理有限公司凤起东路口腔诊所";2320261.00;124267.12;0.05355738858688742344;2054
"杭州大同中医门诊部";127159756.68;84809435.98;0.66695185799564397216;30034
"杭州富阳富春综合门诊部";2983929.21;1370061.09;0.45914664644473921685;5110
"杭州市富阳中医骨伤医院";120756879.62;57841480.06;0.47899117832471862277;73944
"杭州市富阳区鹿山街道社区卫生服务中心";6283522.19;2291672.77;0.36471149471662803183;8952
"杭州萧山赵阿福西内科诊所";1371.60;464.60;0.33872849227179935841;1166
"杭州顾康大药房";63.00;0.00;0.00000000000000000000;1
"松江方松社区卫生服务中心";144.90;0.00;0.00000000000000000000;1
"梁河县人民医院";2021.69;1149.23;0.56845015803609851164;1
"梅州市人民医院";7829.78;5371.00;0.68597074247296858916;1
"武汉市普爱医院武汉市骨科医院";1479.88;139.22;0.09407519528610427873;1
"江苏丹阳市人民医院";56456.24;19647.98;0.34802140560547425758;5
"汶川县人民医院";2632.97;1257.38;0.47755196603075614230;1
"河南省儿童医院";4252.06;1978.80;0.46537443027614850214;1
"河源市中医院";3442.47;162.25;0.04713185590578857623;1
"泗淋卫生院";4904248.64;2132.75;0.00043487803261133188;2057
"浙江中医药大学附属第二医院（浙江省新华医院）";506444.90;239275.27;0.47246061713722460232;31
"浙江机电职业技术学院医务室";6397.27;1017.21;0.15900688887603618418;94
"浙江省嘉兴平湖市中医院　";4227.75;137.75;0.03258234285376382236;2
"浙江省衢州市中医医院";42938.60;31740.34;0.73920295491702104866;15
"浙江萧山医院(异地)";15920.88;8908.73;0.55956266236539688761;6
"海宁金海华口腔诊所";906.00;0.00;0.00000000000000000000;1
"海游镇社区卫生服务中心";80559287.76;9337.27;0.00011590556793174905;35366
"温州一正药房连锁有限公司金德店";94.40;0.00;0.00000000000000000000;2
"温州一洲医药连锁有限公司新城店";13413.20;3060.68;0.22818417678108132288;30
"温州张和堂医药连锁有限公司鹿城惠民路一店";4360.11;92.40;0.02119212588673221547;16
"湖州市安吉县上墅乡卫生院";40.95;8.78;0.21440781440781440781;1
"瑞安市元泰大药房有限公司";1680.78;102.95;0.06125132379014505170;3
"磐安县人民医院";23547.38;10104.04;0.42909402234983255037;27
"福建中医药大学附属第二人民医院";22595.63;3375.95;0.14940720838498417614;3
"稠江街道喻宅村社区卫生服务站";9276.64;2347.81;0.25308840269752841546;92
"绍兴华通医药连锁有限公司安昌大药房";2078.00;447.31;0.21525986525505293551;5
"绍兴县松源堂药店";2682.50;680.52;0.25368872320596458527;8
"绍兴市柯桥区湖塘街道社区卫生服务中心";5274.90;1777.71;0.33701302394358186885;13
"绍兴市柯桥百源药店有限公司";107.00;0.00;0.00000000000000000000;1
"绍兴市第七人民医院";21604.10;5296230.45;245.1493211936623141;7113
"绍兴市越城区皋埠镇卫生院";275.00;328408.29;1194.2119636363636364;1566
"绍兴市马山医院";164252.18;79731.54;0.48542150247260036366;305
"三门县博康药店";1858743.09;0.00;0.000000000000000000000000;2964
"上海新视界中兴眼科医院(异地)";31336.74;14037.20;0.44794704235348029182;1
"上海长海医院";3204111.99;1450091.28;0.45257197143099857755;98
"中国人民解放军第九四医院";58075.94;19130.39;0.32940301956369539606;2
"中国人民解放军第八五医院（上海市）";1199891.39;603591.83;0.50303872086289409911;28
"临高县中医院";353.40;0.00;0.00000000000000000000;1
"云南省中医医院";30284.73;12505.54;0.41293219388120679960;7
"余姚包家路诊所";36576.80;3103.48;0.08484831915312438486;111
"余姚市临海诊所";82405.49;39198.88;0.47568287015828678405;251
"南湖区新嘉街道卫生院月河社区卫生服务站";0.00;0.00;0;1
"台州市路桥区中医院";24.52;84.60;3.4502446982055465;3
"台州市黄岩灵峰药房";301.00;0.00;0.00000000000000000000;3
"嘉兴名仕眼科医院有限公司";64961.95;53700.19;0.82664067196258732997;21
"嘉兴市南湖区解放街道社区卫生服务中心";3511.48;1452.78;0.41372298859740052627;1
"嘉善嘉辰医院";1966557.89;1543839.28;0.78504644478073310112;447
"嘉善魏塘张剑虹中医诊所";1157702.06;153881.66;0.13291991550917686024;2050
"大塘边村卫生室";1313.55;859.68;0.65447070914696813977;4
"天台县人民医院";45178.04;16282.37;0.36040452396783924225;46
"宁波市华慈医院";427811.92;191628.49;0.44792695350798079680;1528
"宁波市海曙区南门街道社区卫生服务中心";1961186.81;1078666.03;0.55000677370454067045;5046
"宁波海曙中瑞口腔门诊部";34527.00;126.40;0.00366090306137225939;21
"宝山区仁和医院";13777.84;14232.29;1.03298412523298281879;10
"岭底乡卫生院";50698.68;6608.46;0.13034777236803798442;97
"广东省第二人民医院";1685.80;3079.86;1.8269426978289240;2
"建德中医院";1405241.10;974978.09;0.69381552389835452436;1857
"开化县人民医院";23738.06;12685.01;0.53437433387564105913;10
"杭州余杭加诚口腔门诊部";1090032.40;139630.02;0.12809712812206316069;1689
"杭州剑慧草堂中医门诊部（普通合伙）";14952803.35;9572346.03;0.64017066271389170647;5927
"杭州华厦眼科医院";1285153.00;215882.15;0.16798167222112853489;864
"杭州名一口腔门诊部";524135.60;38878.37;0.07417616738874443942;762
"杭州富阳天康中西医结合门诊部有限公司";2029756.87;1081390.60;0.53276853793824084951;1762
"杭州市口腔医院";952.80;104.66;0.10984466834592779177;2
"杭州市富阳区春建乡社区卫生服务中心";6467944.20;2947626.96;0.45572856982903470318;5005
"杭州市拱墅区祥符镇社区卫生服务中心新文社区卫生服务站";410.65;0.00;0.00000000000000000000;1
"杭州市西湖区杨德皓中医诊所";3377420.12;2192080.16;0.64903982392335603188;1954
"杭州康安西医内科诊所";19139335.83;15115031.40;0.78973646391155883699;3387
"杭州张同泰中医门诊部";432223.60;175516.48;0.40607796520134485947;190
"杭州怡生堂大药房连锁有限公司三都诊所";82936.24;56283.88;0.67864036276542076178;237
"杭州祥云中医门诊部有限公司";38281562.88;33124428.02;0.86528410879759776412;2899
"杭州经济技术开发区下沙街道社区卫生服务中心";74394959.20;31850188.83;0.42812294236731028411;40434
"杭州萧山葆康药店";12.50;0.00;0.00000000000000000000;1
"桐庐桐芝堂中医门诊部";9158.13;5883.58;0.64244338090854792408;20
"沭阳龙庙医院";;266.11;;1
"浙江华联医药连锁有限公司绍兴县柯华路连锁店";1291.10;517.28;0.40065060800867477345;5
"浙江大圣林药房连锁有限公司（含主城区内定点的分支机构）";1.90;0.00;0.00000000000000000000;1
"浙江大学医学院附属第一医院（含所属院区）(一卡通)";320747.70;194708.22;0.60704478940924595874;185
"浦东新区黄楼社区卫生服务中心";563.48;589.54;1.0462483140484134;2
"海宁市许巷卫生院";75.00;0.00;0.00000000000000000000;1
"海淀医院";592.30;0.00;0.00000000000000000000;1
"温州一正药房连锁有限公司新生源连锁店";479.30;0.00;0.00000000000000000000;2
"温州一正药房连锁有限公司鸿盛店";2715.60;20.00;0.00736485491235822654;12
"温州市新同大药房有限公司";4288.30;424.22;0.09892498192757036588;15
"温州市龙湾沙城同心堂大药房有限公司";8119.50;1042.20;0.12835765749122482912;6
"福建医科大学孟超肝胆医院";5188.23;479.00;0.09232435724707655597;1
"第三军医大学第二附属医院";13210.48;7871.00;0.59581483791656321345;2
"绍兴华通医药连锁有限公司朝阳路药店";1332.30;350.91;0.26338662463409142085;11
"绍兴华通医药连锁有限公司柯桥大药房";3809.80;1655.51;0.43453987085936269620;17
"绍兴市上虞区谢塘镇新天天大药房（普通合伙）";485377.30;98003.15;0.20191127603206824876;3264
"绍兴市上虞区道墟健康堂药店";206910.70;63160.98;0.30525719549544803628;818
"聊城市人民医院";4879.33;2253.73;0.46189333371589951899;1
"苍南县宜山济生堂药店";1611533.70;175732.52;0.10904675465365694804;2001
"苍南安宁医院";714236.08;606404.69;0.84902556308832788173;38
"苏溪镇新乐村社区卫生服务站";3419.34;1104.80;0.32310328893880105517;35
"莘庄镇卫生院";2370.60;193.83;0.08176411035180966844;2
"萧山区浦阳卫生院";1427.34;691.89;0.48474084660977762832;1
"诸暨市第六人民医院";2546.27;21297.06;8.3640226684522851;5
"象山石浦港湾医院";950.15;325.31;0.34237751933905172867;9
"遵义市播州区人民医院";3238.08;1120.12;0.34592103962842178081;1
"邵阳市中心医院";1008.42;392.44;0.38916324547311636025;1
"郑州市妇幼保健院";13220.67;4511.74;0.34126409629769141806;1
"重庆市南川区人民医院";7045.34;2225.80;0.31592513633124874030;1
"闵行区吴泾社区卫生服务中心";1620.33;275.80;0.17021224071639727710;2
"首都医科大学附属北京潞河医院";30800.11;14749.70;0.47888465333403030054;7
"三门县景益药店";1148862.90;0.00;0.000000000000000000000000;2330
"上海和平眼科医院(异地)";8509.57;4267.26;0.50146599651921307422;1
"上海市公安消防总队职工医院";15494.97;1812.46;0.11697086215720327306;2
"上海市医疗救护中心";518.00;48.60;0.09382239382239382239;3
"上海市岳阳医院";64322.22;17328.56;0.26940239313879402794;19
"上海市第一妇婴保健院";1101920.21;549971.13;0.49910249853753022644;138
"上海市黄浦区肿瘤防治院";3628.00;1036.88;0.28579933847850055127;1
"上海群力中医门诊部";15518.38;13740.92;0.88546098239635838277;8
"中国人民解放军第306医院";18527.17;9186.96;0.49586418217137317788;4
"中国人民解放军第四军医大学西京医院";29016.65;15282.99;0.52669725829825289963;3
"乌驹市村卫生室";7660.45;3262.66;0.42590970504343739598;45
"乐清市凌云药品零售有限公司";149.00;0.00;0.00000000000000000000;1
"乐清市雁荡医药连锁鸣阳门店";72.50;0.00;0.00000000000000000000;2
"余姚市牟山镇社区卫生服务中心（牟山镇卫生院）";273511.71;84845.37;0.31020744961888469053;1496
"佛堂镇方前村社区卫生服务站";4600.67;1358.24;0.29522656482642745513;47
"佛山市中医院";70763.91;32386.41;0.45766846405180267738;5
"台州市椒江区妇幼保健计划生育服务中心(台州市椒江区妇幼保健院）";2657.81;0.00;0.00000000000000000000;4
"嘉兴市南湖区大桥镇曹庄卫生服务站";854.50;84.40;0.09877121123464014043;1
"嘉兴市港区乍浦医药有限公司健康大药房";7571.70;0.00;0.00000000000000000000;5
"嘉兴绿岛门诊部有限公司";1214.00;104.95;0.08644975288303130148;4
"嘉善县魏塘街道网埭港社区卫生服务站";104.98;46.67;0.44456086873690226710;2
"复旦大学附属华山医院江苏路分部";11805.69;6202.03;0.52534244080608587893;1
"威坪镇中心医院";680.19;0.00;0.00000000000000000000;2
"宁波北仑怀仁中医门诊部";61683.78;27313.88;0.44280489944033909725;162
"宁波市奉化区锦屏岳林街道社区卫生服务中心";1747825.93;780531.60;0.44657284607283518216;7043
"宁波市镇海龙赛医院";64076.85;32376.16;0.50527078032081789289;52
"宁波康复医院";1126254.27;827602.58;0.73482747372846808385;172
"宁海县黄坛镇双峰卫生院";15796.93;1841.89;0.11659797188441045190;62
"安岳县第三人民医院";7000.34;2333.49;0.33333952350885814118;1
"岱山县第一人民医院";1900.90;593.38;0.31215739912672944395;3
"岳阳市一医院";18878.68;8559.95;0.45341888309987774569;1
"广州中医药大学第一附属医院";293006.54;151143.47;0.51583650658446053798;29
"广州中医药大学第一附属医院 ";3724.16;0.00;0.00000000000000000000;1
"当地三级医院";220.00;156.00;0.70909090909090909091;1
"徐汇区牙病防治所";;1132.73;;2
"慈溪弘德堂中医门诊部";1386738.07;787012.22;0.56752766584103370004;3143
"成都市西区医院";;2000.10;;1
"景德镇市妇幼保健医院";3016.10;808.46;0.26804814163986605219;1
"杭州上扬口腔医院";6667038.56;116840.30;0.01752506738164118253;2220
"杭州余杭良渚口腔医院有限公司";5417754.97;334715.07;0.06178113847035057032;7042
"杭州俞同春中医门诊部";76069878.37;65015371.80;0.85467958136818038401;5559
"杭州华东大药房连锁有限公司（含主城区定点门店）";15.00;10.13;0.67533333333333333333;1
